priority,tier,name,category,village,phone,website,budget,authority,need,timeline,sources
"80","HOT","Kids & Co. Daycare Learning Center","daycare","Tamuning","(671) 922-8751","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Kronix Hobbies","hobby shop","Dededo","(671) 635-2222","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Learn, Explore and Play Child Development Center","daycare","Dededo","(671) 727-0557","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Little Ones Child Care Center Inc.","daycare","Dededo","(671) 633-5451","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Minagof Music","music school","Hagatna","(671) 487-0507","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Nene Care Guam","daycare","Mangilao","(671) 734-8368","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Niche Creatives","digital marketing","","(671) 688-4809","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Pristine Tire & Lube","tire shop","Mongmong-Toto-Maite","(671) 969-5823","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Relaxing Massage Studio","massage","Dededo","(671) 929-6277","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Roma Basu","realtor","Tamuning","(671) 858-7662","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Saga Fina' Na' Guan Fino Chamoru Daycare","daycare","Dededo","(671) 632-2395","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","San Lorenzo Laundry","laundromat","Yigo","(671) 488-3653","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Smart Copy Services","copy / office services","Tamuning","(671) 646-4545","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Smoke Depot","smoke shop","Dededo","(671) 637-8889","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Snap GU Studios","photography studio","Tamuning","(671) 989-7427","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Stel Star Productions","media production","Dededo","(671) 777-4194","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Tamuning Daycare and Learning Center","daycare","Tamuning","(671) 646-5414","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","The VaultGU","other","Dededo","(671) 989-8841","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Tumon Sports Club","sports club","Tamuning","(671) 888-2880","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","W5 Productions, Inc","printing / design","Barrigada","(671) 971-9595","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","A Class","other","","(671) 788-5110","","Med","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"80","HOT","Tove's Flower Shop","florist","Tamuning","(671) 646-4132","","Med","Owner","Med","TBD","Yelp (yelp.com)+osm"
"80","HOT","Raising Cane's Chicken Fingers","restaurant","Dededo","(671) 637-9886","https://www.raisingcanes.com/","Med","Owner","Med","TBD","Attempted primary source yellowpages.com (state GU) — BLOCKED (HTTP 403). Similar national yellow-pages also blocked (superpages.com, manta.com, chamberofcommerce.com, dexknows.com, cybo.com, hotfrog.com, yalwa.com, tuugo.us, 2findlocal.com, yellowpagecity.com) or empty for GU (elocal.com, americantowns.com). Only readable national yellow-pages was opendi.us (yellowpages-bb.opendi.us) Guam directory, which is a sparse stub: only 3 populated village pages (Tamuning, Dededo, Hagatna) showing ~2 businesses each. Records below are the real, verified listings extracted from opendi.us — not padded."
"80","HOT","Biba","restaurant","","(671) 777-4641","bibaguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Archway, Inc.","food & beverage","","(671) 647-5683","archwayinc.biz","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Drop Lounge","restaurant/lounge","","(671) 929-1111","dropguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","GFS Group","restaurant","","(671) 646-6083","gfsgroup.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Pacific Froots LLC","restaurant/smoothies","","(671) 487-5301","froots.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","International Dining Concepts, LLC (California Pizza Kitchen)","restaurant","","(671) 646-8100","cpkguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Mai Market","grocery/market","Dededo","(671) 647-2664","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Baldyga Group, LLC","tours/catering","","(671) 646-6800","bestguamtours.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","HCG Corporation dba Health City","health/nutrition retail","","(671) 787-9687","healthcitynutrition.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Hagens Inc. dba Pacific Pest Control","pest control","","(671) 637-8959","guampestcontrol.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Landscape Management Systems, Inc.","landscaping","Tumon","(671) 647-2617","lms-guam.net","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Frontier Supply Company","construction supply","","(671) 648-7000","frontiersupply.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Chassis Specialists, LLC","auto repair","","(671) 686-8460","chassisspecialists.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Joe & Franks Auto","auto repair","","(671) 477-1522","joeandfranksauto.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Paradise Auto Spa","auto detailing/tinting","","(671) 989-2772","islandtintingguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Triple J Enterprises, Inc.","automotive/restaurants","","(671) 646-9126","triplejgroup.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Island Skin Spa","spa/beauty","","(671) 989-7546","islandskinspa.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W+osm"
"80","HOT","Custom Fitness, LLC","fitness","","(671) 989-0436","customfitnessguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Paradise Fitness/Fitness Solutions LLC","fitness","","(671) 475-2100","guamparadisefitness.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","GRIND Guam","fitness","","(671) 686-2023","thehumanplane.com/grindbasketball","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Kast Culture Pro-Shop","retail/fitness","","(671) 480-3268","kastpro-shop.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Advanced Eyecare LLC dba Eye Care Guam and Optical Gallery","optometry/eye care","","(671) 989-4747","eyecareguam.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Aedificare, LLC dba Agility Prosthetics & Orthotics","prosthetics/health care","","(671) 969-2725","agilityguam.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Tove's Flower Shop","florist","","(671) 646-4132","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Moda Ginos","specialty retail","","(671) 477-8945","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Analista & Co.","specialty retail","","(671) 797-3333","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","R & D Enterprise dba Paulino's Store","retail store","","(671) 789-1061","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Pay-Less Markets, Inc.","grocery/supermarket","","(671) 477-9266","paylessmarkets.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","National Office Supply","office supply retail","","(671) 646-6613","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Burger Comer Magliari","accountants","","(671) 472-2680","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","The Accounting Solutions","accountants","","(671) 477-0963","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W+osm"
"80","HOT","Arnett Consulting, LLC","accountants","Piti","(671) 687-4111","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Kerry Cutting, CPA","accountant","","(671) 685-5646","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Jerold W. Filush, CPA","accountant/consultant","","(671) 688-5378","","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Blair Sterling Johnson & Martinez, P.C.","law firm","","(671) 477-7857","bsjmlaw.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Camacho Calvo Law Group LLC","law firm","Hagatna","(671) 472-6813","camachocalvo.law","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Cabot Mantanona LLP","law firm","","(671) 646-2001","cmlaw.us","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Law Office of Catherine Bejerana Camacho, Esq.","law firm","","(671) 647-4222","cbclawoffice.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","AM Insurance","insurance","","(671) 477-2632","amibrokers.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Cassidy's Associated Insurers, Inc.","insurance","","(671) 472-8834","cassidysguam.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Moylan's Insurance Underwriters, Inc.","insurance","","(671) 477-7500","moylansinsurance.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Transglobal Insurance Agency, Inc.","insurance","Tamuning","(671) 989-5516","transglobalus.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Century 21 Realty Management Company, Inc.","real estate","","(671) 647-5003","guamproperties.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Blue Pacific Realty","real estate","","(671) 648-1960","bluepacguam.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Today's Realty","real estate","","(671) 649-4361","guamhome.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Pacific Rim Realty","real estate","","(671) 777-4541","guamrealestateonline.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","LandMark Realty Group & Services","real estate","","(671) 688-7827","landmarkguam.com","High","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Glimpses of Guam Inc.","media/publishing","","(671) 687-3816","glimpsesofguam.com","Med","Owner","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"80","HOT","Pay-Less Supermarkets","supermarket","Dededo","(671) 632-9419","https://www.paylessmarkets.com/","High","Owner","Low","TBD","osm"
"80","HOT","Bank Pacific","bank","","(671) 479-1159","https://bankpacific.com/","High","Owner","Low","TBD","osm"
"80","HOT","Coffee Beanery","cafe","","(671) 472-5761","https://coffeebeaneryguam.com/","Med","Owner","Med","TBD","osm"
"80","HOT","Von Voyage","gift","","(671) 646-5388","","Med","Owner","Med","TBD","osm"
"80","HOT","Carabao Brewing","bar","","(671) 969-2337","https://carabaobrewing.com/","Med","Owner","Med","TBD","osm"
"80","HOT","Regal Cinemas Guam Megaplex 14","cinema","","(844) 462-7342","","Med","Owner","Med","TBD","osm"
"80","HOT","Skechers","shoes","","(671) 647-7463","","Med","Owner","Med","TBD","osm"
"80","HOT","Yogurtland","fast food","","(671) 475-9595","http://yogurt-land.com","Med","Owner","Med","TBD","osm"
"80","HOT","Java Hut Cafe","cafe","","(671) 647-5282","http://javahutcoffeeshop.com","Med","Owner","Med","TBD","osm"
"80","HOT","Tony Roma's","restaurant","","(671) 646-0017","https://www.tonyromas.com/locations/tony-romas-royal-orchid-hotel/","Med","Owner","Med","TBD","osm"
"80","HOT","Panda Express","fast food","","(671) 646-9887","http://pandaexpress.com","Med","Owner","Med","TBD","osm"
"80","HOT","Pretzelmaker","fast food","","(671) 472-6698","http://pretzelmaker.com","Med","Owner","Med","TBD","osm"
"80","HOT","PenFed Credit Union","bank","","(671) 247-5626","https://www.penfed.org/","High","Owner","Low","TBD","osm"
"80","HOT","Turé Café","cafe","","(671) 479-8873","http://turecafeguam.com","Med","Owner","Med","TBD","osm"
"80","HOT","Terry's Local Comfort Food","restaurant","","(671) 646-3663","http://terryslocalcomfortfood.com","Med","Owner","Med","TBD","osm"
"80","HOT","Fuji Ichi Ban","restaurant","","(671) 647-6357","http://enguam.com","Med","Owner","Med","TBD","osm"
"80","HOT","Merizo Seasid B&B Units 1,2 & 3","guest house","Merizo","(671) 727-3512","","Med","Owner","Med","TBD","osm"
"80","HOT","BD's Bookkeeping","accountant","","+1-671-477-9393; +1-671-477-9392","","Med","Owner","Med","TBD","osm"
"80","HOT","Tasi Grill","restaurant","Tumon","(671) 648-8000","https://www.dusit.com/dusitthani-guamresort/dining/","Med","Owner","Med","TBD","osm"
"80","HOT","Aqua","restaurant","Tumon","(671) 648-8000","https://www.dusit.com/dusitthani-guamresort/dining/","Med","Owner","Med","TBD","osm"
"80","HOT","Alfredo's Steakhouse","restaurant","Tumon","(671) 648-8000","https://www.dusit.com/dusitthani-guamresort/dining/","Med","Owner","Med","TBD","osm"
"80","HOT","Soi","restaurant","Tumon","(671) 648-8000","https://www.dusit.com/dusitthani-guamresort/dining/","Med","Owner","Med","TBD","osm"
"80","HOT","Public Defender Service Corporation","government","Sinajana","(671) 475-3100","https://guampdsc.org","Med","Owner","Med","TBD","osm"
"80","HOT","Kynd tattoo","tattoo","Tamuning","(671) 969-0226","","Med","Owner","Med","TBD","osm"
"80","HOT","Palm Tree Golf Course","sports centre","","(671) 366-4653","https://militarymwrguam.com/","High","Owner","Low","TBD","osm"
"80","HOT","DFS Galleria Guam","mall","","+1-671-646-9640; +1-671-646-9641","","Med","Owner","Med","TBD","osm"
"80","HOT","Horse & Cow","bar","","(671) 646-2692","http://www.horseandcow.com/guam.html","Med","Owner","Med","TBD","osm"
"80","HOT","Carmen's Cha Cha Cha","restaurant","Hagåtña","+1-671-472-7823; +1-671-472-7824","http://www.carmenschachacha.com","Med","Owner","Med","TBD","osm"
"80","HOT","Kitchen Lingo","restaurant","","(671) 472-5550","https://www.kitchenlingoguam.com/","Med","Owner","Med","TBD","osm"
"80","HOT","St. Padre Pio Gift Shop","gift","","(671) 472-5652","","Med","Owner","Med","TBD","osm"
"80","HOT","Crab Daddy Agana","restaurant","Hagatna","(671) 477-2722","https://www.crabdaddyguam.com/","Med","Owner","Med","TBD","osm"
"80","HOT","Guam Regional Medical City","hospital","Dededo","(671) 645-5500","https://www.grmc.gu/","High","Owner","Low","TBD","osm"
"80","HOT","Naval Hospital Guam","hospital","Agana Heights","(671) 344-9202","https://www.med.navy.mil/sites/usnhguam/","High","Owner","Low","TBD","osm"
"80","HOT","Guam Memorial Hospital","hospital","Tamuning","(671) 647-2555","https://gmha.org/","High","Owner","Low","TBD","osm"
"80","HOT","Agaña Center Stadium Theatres","cinema","","(671) 632-2204","","Med","Owner","Med","TBD","osm"
"73","WARM","Island Mobile Shredding","paper shredding","","(671) 473-7662","","Med","Chain","Med","TBD","https://www.eguamdirectory.com"
"73","WARM","JCA Guam, LLC dba McDonald's of Guam","restaurant","","(671) 649-9093","mcdonaldsguamandsaipan.com","Med","Chain","Med","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"73","WARM","Wendy's","fast food","","(671) 475-8800","http://wendys.com","Med","Chain","Med","TBD","osm"
"73","WARM","Home Depot","doityourself","Tamuning","(671) 648-0440","","Med","Chain","Med","TBD","osm"
"73","WARM","Subway","fast food","","(671) 649-5500","http://order.subway.com","Med","Chain","Med","TBD","osm"
"73","WARM","Payless Agana","supermarket","","(671) 477-7006","https://paylessmarkets.com/","High","Chain","Low","TBD","osm"
"73","WARM","Ross","department store","","(671) 647-7677","","Med","Chain","Med","TBD","osm"
"73","WARM","Pizza Hut","restaurant","","(671) 565-3351","http://www.pizzahutguam.com/","Med","Chain","Med","TBD","osm"
"70","WARM","Cawood's Craftwork","gift shop","Yigo","(671) 687-5761","","Low","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"70","WARM","Pecoli Sweets & Snacks","sweets / snacks","Tamuning","(671) 969-0635","","Low","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"70","WARM","SPJ Crafts & Engraving","engraving / woodcrafts","","(671) 480-7672","","Low","Owner","Med","TBD","hafaguam.com (Guam business directory /guam-businesses). Note: guamfoody.com was inaccessible (HTTP 403 Forbidden on www and apex), so no records were mined from it."
"70","WARM","Guam Automotive Clinic","auto repair","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Plumbing Pros","plumber","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Detry Pumping Service","plumber","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Barrett Plumbing & Pumping","plumber","Chalan Pago","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Guam Dental Arts","dentist","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Island Dental","dentist","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Hightower Dental Clinic","dentist","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Animal Medical Clinic","veterinarian","Dededo","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Wise Owl Animal Hospital","veterinarian","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Bob Hildreth, DVM","veterinarian","Hagatna","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Harper Veterinary Hospital","veterinarian","Tamuning","","","High","Owner","High","TBD","Yelp (yelp.com)"
"70","WARM","Cold Stone Creamery","ice cream shop","Tamuning","(671) 649-4800","","Low","Owner","Med","TBD","Attempted primary source yellowpages.com (state GU) — BLOCKED (HTTP 403). Similar national yellow-pages also blocked (superpages.com, manta.com, chamberofcommerce.com, dexknows.com, cybo.com, hotfrog.com, yalwa.com, tuugo.us, 2findlocal.com, yellowpagecity.com) or empty for GU (elocal.com, americantowns.com). Only readable national yellow-pages was opendi.us (yellowpages-bb.opendi.us) Guam directory, which is a sparse stub: only 3 populated village pages (Tamuning, Dededo, Hagatna) showing ~2 businesses each. Records below are the real, verified listings extracted from opendi.us — not padded."
"70","WARM","Cold Stone Creamery","ice cream shop","Dededo","(671) 633-8800","","Low","Owner","Med","TBD","Attempted primary source yellowpages.com (state GU) — BLOCKED (HTTP 403). Similar national yellow-pages also blocked (superpages.com, manta.com, chamberofcommerce.com, dexknows.com, cybo.com, hotfrog.com, yalwa.com, tuugo.us, 2findlocal.com, yellowpagecity.com) or empty for GU (elocal.com, americantowns.com). Only readable national yellow-pages was opendi.us (yellowpages-bb.opendi.us) Guam directory, which is a sparse stub: only 3 populated village pages (Tamuning, Dededo, Hagatna) showing ~2 businesses each. Records below are the real, verified listings extracted from opendi.us — not padded."
"70","WARM","Pacific Media Group","advertising & marketing","Hagatna","(671) 479-0226","http://pdnmediagroup.com","Med","Owner","Low","TBD","Attempted primary source yellowpages.com (state GU) — BLOCKED (HTTP 403). Similar national yellow-pages also blocked (superpages.com, manta.com, chamberofcommerce.com, dexknows.com, cybo.com, hotfrog.com, yalwa.com, tuugo.us, 2findlocal.com, yellowpagecity.com) or empty for GU (elocal.com, americantowns.com). Only readable national yellow-pages was opendi.us (yellowpages-bb.opendi.us) Guam directory, which is a sparse stub: only 3 populated village pages (Tamuning, Dededo, Hagatna) showing ~2 businesses each. Records below are the real, verified listings extracted from opendi.us — not padded."
"70","WARM","France Wines Etc.","beverage wholesale","","(671) 689-0180","francewinesetc.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Andrew's Safe and Lock","locksmith/security","","(671) 687-5397","securingguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Phoenix Pacific (Guam), Inc.","technical services","","(671) 646-6462","phoenixpacificinc.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Dewitt Moving & Storage","moving & storage","","(671) 648-1800","dewittguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Guam Pak Express, Inc.","storage/shipping","","(671) 646-2623","guampak.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Guahan Waste Control Inc. dba Mr. Rubbishman","waste/environmental","","(671) 649-5183","mrrubbishman.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Ina Wellness Collective","wellness/personal care","","(671) 686-0606","inawellnesscollective.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Clyde & Julita Sauget, LLC dba American Music Guam","retail/music","","(671) 647-6895","americanmusicguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Guam Baby Company","specialty retail","","(671) 687-6587","guambabyco.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Guam Gift Baskets","specialty retail","","(671) 988-5809","guamgiftbaskets.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","GUAM COPIER","office equipment/supply","","(671) 777-0240","guamcopier.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Busy Ant Marketing","marketing/advertising","","(671) 489-1097","busyantmarketing.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
"70","WARM","Signking Inc.","signage/marketing","","(671) 646-1166","signkingguam.com","Med","Owner","Low","TBD","Guam Chamber of Commerce member directory (business.guamchamber.com.gu/directory), alphabetical member listings A-W"
